Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
[501]    0.0    0.00    0.00      27         std::remove_reference<unsigned long&>::type&& std::move<unsigned long&>(unsigned long&) [501]
-----------------------------------------------
                0.00    0.00      26/26          std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, Block> >, int const&) [45]
[502]    0.0    0.00    0.00      26         std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_M_rightmost() [502]
-----------------------------------------------
                0.00    0.00       3/25          Menu::InitExitButton()::{lambda()#1} const& std::_Any_data::_M_access<Menu::InitExitButton()::{lambda()#1}>() const [888]
                0.00    0.00       4/25          std::unique_ptr<Yuna::Core::State, std::default_delete<Yuna::Core::State> > (* const&std::_Any_data::_M_access<std::unique_ptr<Yuna::Core::State, std::default_delete<Yuna::Core::State> > (*)(unsigned char, Yuna::Core::Window*)>() const)(unsigned char, Yuna::Core::Window*) [772]
                0.00    0.00       4/25          Menu::InitPlayButton()::{lambda()#1} const& std::_Any_data::_M_access<Menu::InitPlayButton()::{lambda()#1}>() const [773]
                0.00    0.00       4/25          mf::Widget::Widget()::{lambda()#1} const& std::_Any_data::_M_access<mf::Widget::Widget()::{lambda()#1}>() const [1933]
                0.00    0.00       5/25          UI::createButton(Yuna::Core::ResourceManager&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, sf::Vector2<float> const&, sf::Vector2<float> const&, std::function<void ()>)::{lambda()#1}* const& std::_Any_data::_M_access<UI::createButton(Yuna::Core::ResourceManager&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, sf::Vector2<float> const&, sf::Vector2<float> const&, std::function<void ()>)::{lambda()#1}*>() const [756]
                0.00    0.00       5/25          UI::createButton(Yuna::Core::ResourceManager&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, sf::Vector2<float> const&, sf::Vector2<float> const&, std::function<void ()>)::{lambda()#2}* const& std::_Any_data::_M_access<UI::createButton(Yuna::Core::ResourceManager&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, sf::Vector2<float> const&, sf::Vector2<float> const&, std::function<void ()>)::{lambda()#2}*>() const [755]
[503]    0.0    0.00    0.00      25         std::_Any_data::_M_access() const [503]
-----------------------------------------------
                0.00    0.00       2/24          std::__shared_ptr<sf::Texture, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<sf::Texture, (__gnu_cxx::_Lock_policy)2> const&) [1077]
                0.00    0.00       2/24          std::__shared_ptr<mf::Widget, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<mf::Button, void>(std::__shared_ptr<mf::Button, (__gnu_cxx::_Lock_policy)2> const&) [1074]
                0.00    0.00       8/24          std::__shared_ptr<mf::Widget, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<mf::Widget, (__gnu_cxx::_Lock_policy)2> const&) [1993]
                0.00    0.00      12/24          std::__shared_ptr<mf::Button, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<mf::Button, (__gnu_cxx::_Lock_policy)2> const&) [649]
[504]    0.0    0.00    0.00      24         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [504]
                0.00    0.00      24/24          std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_add_ref_copy() [505]
-----------------------------------------------
                0.00    0.00      24/24          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [504]
[505]    0.0    0.00    0.00      24         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_add_ref_copy() [505]
-----------------------------------------------
                0.00    0.00      10/23          std::_Hashtable<unsigned long, std::pair<unsigned long const, std::unique_ptr<Component, std::default_delete<Component> > >, std::allocator<std::pair<unsigned long const, std::unique_ptr<Component, std::default_delete<Component> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, std::unique_ptr<Component, std::default_delete<Component> > >, false>*) [597]
                0.00    0.00      13/23          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long const, std::unique_ptr<Component, std::default_delete<Component> > >, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<unsigned long const, std::unique_ptr<Component, std::default_delete<Component> > >, false>*) [666]
[506]    0.0    0.00    0.00      23         std::__detail::_Hash_node<std::pair<unsigned long const, std::unique_ptr<Component, std::default_delete<Component> > >, false>::_M_next() const [506]
-----------------------------------------------
                0.00    0.00       1/23          std::_Hashtable<unsigned int, std::pair<unsigned int const, ComponentContainer>, std::allocator<std::pair<unsigned int const, ComponentContainer> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable() [1219]
                0.00    0.00       3/23          std::__detail::_Hash_node<std::pair<unsigned int const, ComponentContainer>, false>::_Hash_node() [962]
                0.00    0.00       6/23          std::_Hashtable<unsigned long, std::pair<unsigned long const, std::unique_ptr<Component, std::default_delete<Component> > >, std::allocator<std::pair<unsigned long const, std::unique_ptr<Component, std::default_delete<Component> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable() [717]
                0.00    0.00      13/23          std::__detail::_Hash_node<std::pair<unsigned long const, std::unique_ptr<Component, std::default_delete<Component> > >, false>::_Hash_node() [627]
[507]    0.0    0.00    0.00      23         std::__detail::_Hash_node_base::_Hash_node_base() [507]
-----------------------------------------------
                0.00    0.00       2/22          World::Init() [32]
                0.00    0.00       2/22          std::__detail::_MakeUniq<RenderComponent>::__single_object std::make_unique<RenderComponent, std::shared_ptr<sf::Texture>, int, int>(std::shared_ptr<sf::Texture>&&, int&&, int&&) [1107]
                0.00    0.00       2/22          RenderComponent::~RenderComponent() [1002]
                0.00    0.00       2/22          UI::createButton(Yuna::Core::ResourceManager&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, sf::Vector2<float> const&, sf::Vector2<float> const&, std::function<void ()>) [1012]
                0.00    0.00      14/22          Map::LoadMap(Yuna::Core::ResourceManager&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [34]
[508]    0.0    0.00    0.00      22         std::shared_ptr<sf::Texture>::~shared_ptr() [508]
                0.00    0.00      22/22          std::__shared_ptr<sf::Texture, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [509]
-----------------------------------------------
                0.00    0.00      22/22          std::shared_ptr<sf::Texture>::~shared_ptr() [508]
[509]    0.0    0.00    0.00      22         std::__shared_ptr<sf::Texture, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [509]
                0.00    0.00      22/56          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [443]
-----------------------------------------------
                0.00    0.00       3/21          std::function<void ()>::operator()() const [1932]
                0.00    0.00      18/21          std::function<void ()>::operator bool() const [531]
[510]    0.0    0.00    0.00      21         std::_Function_base::_M_empty() const [510]
-----------------------------------------------
                0.00    0.00       1/21          InputSystem* World::AddSystem<InputSystem, World*, Yuna::Core::EventHandler*>(World*&&, Yuna::Core::EventHandler*&&) [1181]
                0.00    0.00       1/21          GravitySystem* World::AddSystem<GravitySystem, World*>(World*&&) [1184]
                0.00    0.00       1/21          EntityCollisionDetectionSystem* World::AddSystem<EntityCollisionDetectionSystem, World*>(World*&&) [1187]
                0.00    0.00       1/21          MapCollisionDetectionSystem* World::AddSystem<MapCollisionDetectionSystem, World*>(World*&&) [1186]
                0.00    0.00       1/21          MovementSystem* World::AddSystem<MovementSystem, World*>(World*&&) [1185]
                0.00    0.00       1/21          RenderSystem* World::AddSystem<RenderSystem, World*>(World*&&) [1183]
                0.00    0.00       1/21          CameraSystem* World::AddSystem<CameraSystem, World*, Camera*, unsigned int&>(World*&&, Camera*&&, unsigned int&) [1182]
                0.00    0.00       7/21          void std::_Destroy<std::unique_ptr<System, std::default_delete<System> > >(std::unique_ptr<System, std::default_delete<System> >*) [712]
                0.00    0.00       7/21          void std::__relocate_object_a<std::unique_ptr<System, std::default_delete<System> >, std::unique_ptr<System, std::default_delete<System> >, std::allocator<std::unique_ptr<System, std::default_delete<System> > > >(std::unique_ptr<System, std::default_delete<System> >*, std::unique_ptr<System, std::default_delete<System> >*, std::allocator<std::unique_ptr<System, std::default_delete<System> > >&) [709]
[511]    0.0    0.00    0.00      21         std::unique_ptr<System, std::default_delete<System> >::~unique_ptr() [511]
                0.00    0.00      21/35          std::__uniq_ptr_impl<System, std::default_delete<System> >::_M_ptr() [482]
                0.00    0.00       7/7           std::remove_reference<System*&>::type&& std::move<System*&>(System*&) [711]
                0.00    0.00       7/7           std::unique_ptr<System, std::default_delete<System> >::get_deleter() [701]
                0.00    0.00       7/7           std::default_delete<System>::operator()(System*) const [698]
-----------------------------------------------
                0.00    0.00      21/21          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [514]
[512]    0.0    0.00    0.00      21         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [512]
                0.00    0.00      21/21          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [513]
-----------------------------------------------
                0.00    0.00      21/21          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [512]
[513]    0.0    0.00    0.00      21         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [513]
-----------------------------------------------
                0.00    0.00      21/21          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [516]
[514]    0.0    0.00    0.00      21         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [514]
                0.00    0.00      21/21          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [512]
-----------------------------------------------
                0.00    0.00       1/21          std::function<std::unique_ptr<Yuna::Core::State, std::default_delete<Yuna::Core::State> > (unsigned char, Yuna::Core::Window*)>::~function() [1561]
                0.00    0.00      20/21          std::function<void ()>::~function() [524]
[515]    0.0    0.00    0.00      21         std::_Function_base::~_Function_base() [515]
                0.00    0.00       4/8           std::_Function_handler<void (), UI::createButton(Yuna::Core::ResourceManager&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, sf::Vector2<float> const&, sf::Vector2<float> const&, std::function<void ()>)::{lambda()#2}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [684]
                0.00    0.00       4/8           std::_Function_handler<void (), UI::createButton(Yuna::Core::ResourceManager&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, sf::Vector2<float> const&, sf::Vector2<float> const&, std::function<void ()>)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [685]
                0.00    0.00       3/6           std::_Function_handler<void (), Menu::InitExitButton()::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [724]
                0.00    0.00       3/6           std::_Function_handler<void (), Menu::InitPlayButton()::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [725]
                0.00    0.00       1/3           std::_Function_handler<std::unique_ptr<Yuna::Core::State, std::default_delete<Yuna::Core::State> > (unsigned char, Yuna::Core::Window*), std::unique_ptr<Yuna::Core::State, std::default_delete<Yuna::Core::State> > (*)(unsigned char, Yuna::Core::Window*)>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [952]
-----------------------------------------------
                0.00    0.00      21/21          void std::_Construct<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*) [517]
[516]    0.0    0.00    0.00      21         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [516]
                0.00    0.00      21/21          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [514]
-----------------------------------------------
                0.00    0.00      21/21          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, unsigned long>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, unsigned long) [616]
[517]    0.0    0.00    0.00      21         void std::_Construct<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*) [517]
                0.00    0.00      21/13674       operator new(unsigned long, void*) [217]
                0.00    0.00      21/21          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [516]
-----------------------------------------------
                0.00    0.00       1/21          std::tuple<System*, std::default_delete<System> >::tuple<System*&, std::default_delete<InputSystem>, true>(System*&, std::default_delete<InputSystem>&&) [1533]
                0.00    0.00       1/21          std::tuple<System*, std::default_delete<System> >::tuple<System*&, std::default_delete<GravitySystem>, true>(System*&, std::default_delete<GravitySystem>&&) [1535]
                0.00    0.00       1/21          std::tuple<System*, std::default_delete<System> >::tuple<System*&, std::default_delete<EntityCollisionDetectionSystem>, true>(System*&, std::default_delete<EntityCollisionDetectionSystem>&&) [1532]
                0.00    0.00       1/21          std::tuple<System*, std::default_delete<System> >::tuple<System*&, std::default_delete<MapCollisionDetectionSystem>, true>(System*&, std::default_delete<MapCollisionDetectionSystem>&&) [1537]
                0.00    0.00       1/21          std::tuple<System*, std::default_delete<System> >::tuple<System*&, std::default_delete<MovementSystem>, true>(System*&, std::default_delete<MovementSystem>&&) [1536]
                0.00    0.00       1/21          std::tuple<System*, std::default_delete<System> >::tuple<System*&, std::default_delete<RenderSystem>, true>(System*&, std::default_delete<RenderSystem>&&) [1534]
                0.00    0.00       1/21          std::tuple<System*, std::default_delete<System> >::tuple<System*&, std::default_delete<CameraSystem>, true>(System*&, std::default_delete<CameraSystem>&&) [1531]
                0.00    0.00       1/21          std::_Tuple_impl<0ul, System*, std::default_delete<System> >::_Tuple_impl<System*&, std::default_delete<InputSystem>, void>(System*&, std::default_delete<InputSystem>&&) [1360]
                0.00    0.00       1/21          std::_Tuple_impl<0ul, System*, std::default_delete<System> >::_Tuple_impl<System*&, std::default_delete<GravitySystem>, void>(System*&, std::default_delete<GravitySystem>&&) [1362]
                0.00    0.00       1/21          std::_Tuple_impl<0ul, System*, std::default_delete<System> >::_Tuple_impl<System*&, std::default_delete<EntityCollisionDetectionSystem>, void>(System*&, std::default_delete<EntityCollisionDetectionSystem>&&) [1363]
                0.00    0.00       1/21          std::_Tuple_impl<0ul, System*, std::default_delete<System> >::_Tuple_impl<System*&, std::default_delete<MapCollisionDetectionSystem>, void>(System*&, std::default_delete<MapCollisionDetectionSystem>&&) [1359]
                0.00    0.00       1/21          std::_Tuple_impl<0ul, System*, std::default_delete<System> >::_Tuple_impl<System*&, std::default_delete<MovementSystem>, void>(System*&, std::default_delete<MovementSystem>&&) [1358]
                0.00    0.00       1/21          std::_Tuple_impl<0ul, System*, std::default_delete<System> >::_Tuple_impl<System*&, std::default_delete<RenderSystem>, void>(System*&, std::default_delete<RenderSystem>&&) [1361]
                0.00    0.00       1/21          std::_Tuple_impl<0ul, System*, std::default_delete<System> >::_Tuple_impl<System*&, std::default_delete<CameraSystem>, void>(System*&, std::default_delete<CameraSystem>&&) [1357]
                0.00    0.00       7/21          std::_Head_base<0ul, System*, false>::_Head_base<System*&>(System*&) [699]
[518]    0.0    0.00    0.00      21         System*& std::forward<System*&>(std::remove_reference<System*&>::type&) [518]
-----------------------------------------------
                0.00    0.00      21/21          void std::_Destroy_aux<false>::__destroy<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*) [1402]
[519]    0.0    0.00    0.00      21         void std::_Destroy<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*) [519]
                0.00    0.00      21/41          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [470]
-----------------------------------------------
                0.00    0.00      20/20          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&) [522]
[520]    0.0    0.00    0.00      20         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&&) [520]
                0.00    0.00      40/40          std::remove_reference<std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&>::type&& std::move<std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&>(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&) [474]
                0.00    0.00      20/20          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data&&) [521]
-----------------------------------------------
                0.00    0.00      20/20          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&&) [520]
[521]    0.0    0.00    0.00      20         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data&&) [521]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&) [523]
[522]    0.0    0.00    0.00      20         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&) [522]
                0.00    0.00      20/20          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&&) [520]
-----------------------------------------------
                0.00    0.00      20/20          void std::__relocate_object_a<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >&) [525]
[523]    0.0    0.00    0.00      20         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&) [523]
                0.00    0.00      20/20          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&) [522]
-----------------------------------------------
                0.00    0.00       1/20          Menu::InitPlayButton() [1174]
                0.00    0.00       1/20          Menu::InitExitButton() [1173]
                0.00    0.00       2/20          mf::Button::SetClickEvent(std::function<void ()>) [1656]
                0.00    0.00       2/20          void std::_Destroy<std::function<void ()> >(std::function<void ()>*) [2327]
                0.00    0.00       4/20          mf::Button::AddEventListener(mf::eEvent, std::function<void ()>) [1657]
                0.00    0.00       4/20          mf::Widget::Widget() [1682]
                0.00    0.00       6/20          UI::createButton(Yuna::Core::ResourceManager&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, sf::Vector2<float> const&, sf::Vector2<float> const&, std::function<void ()>) [1012]
[524]    0.0    0.00    0.00      20         std::function<void ()>::~function() [524]
                0.00    0.00      20/21          std::_Function_base::~_Function_base() [515]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >* std::__relocate_a_1<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >&) [767]
[525]    0.0    0.00    0.00      20         void std::__relocate_object_a<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >&) [525]
                0.00    0.00      40/40          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&& std::forward<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(std::remove_reference<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::type&) [475]
                0.00    0.00      20/20          std::remove_reference<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>::type&& std::move<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [526]
                0.00    0.00      20/13674       operator new(unsigned long, void*) [217]
                0.00    0.00      20/20          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&) [523]
                0.00    0.00      20/102         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >* std::__addressof<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [427]
                0.00    0.00      20/41          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [470]
-----------------------------------------------
                0.00    0.00      20/20          void std::__relocate_object_a<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >&) [525]
[526]    0.0    0.00    0.00      20         std::remove_reference<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>::type&& std::move<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [526]
-----------------------------------------------
                0.00    0.00       1/19          std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::~vector() [1542]
                0.00    0.00      18/19          std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::_M_default_append(unsigned long) [623]
[527]    0.0    0.00    0.00      19         std::_Vector_base<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::_M_get_Tp_allocator() [527]
-----------------------------------------------
                0.00    0.00      18/18          std::__shared_ptr_access<sf::Texture, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const [529]
[528]    0.0    0.00    0.00      18         std::__shared_ptr<sf::Texture, (__gnu_cxx::_Lock_policy)2>::get() const [528]
-----------------------------------------------
